,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,popularity_1,popularity_box,popularity_manual,popularity_log,popularity_raiz,popularity_minmax
3817,4N3bkmxFELN6Q4yTOImxhW,Vegas (Brazil),Tempoo,Tiempow,39,356571,False,0.65,0.755,D,-7.003,major,0.0455,0.0144,0.777,0.0992,0.0652,140.018,compas_4,trance,40,15.560897081709145,0.0578545918367347,3.6635616461296463,6.244997998398398,0.39795918367346933
3818,3yuSn1mX7iU35dmVqqvVPD,Luke Vibert,We Hear You,We Hear You,14,193053,False,0.802,0.812,F_G,-3.169,minor,0.128,0.152,0.0,0.256,0.717,95.631,compas_4,idm,15,7.464761979067469,-0.19724744897959184,2.6390573296152584,3.7416573867739413,0.14285714285714285
3819,2nAKXs0tQPOXSnK9mFmqy5,Hüsnü Arkan,Bir Yalnızlık Ezgisi (Remastered),Nereye Uçar Turnalar - Remastered,40,249856,False,0.572,0.377,G,-10.625,minor,0.0413,0.79,3.6e-06,0.159,0.559,144.015,compas_4,turkish,41,15.83934639933119,0.06805867346938776,3.6888794541139363,6.324555320336759,0.4081632653061224
3820,6TdgEGiJ9hJfo9imnoNYCU,Justin Bieber,Weihnachtssongs,Mistletoe,2,183066,False,0.623,0.668,F_G,-7.282,minor,0.0531,0.475,0.0,0.0862,0.823,161.948,compas_4,pop,3,1.6081168140605018,-0.31969642857142855,0.6931471805599453,1.4142135623730951,0.02040816326530612
3821,69BH4DTT22CtpsaHhGswrJ,EMPiRE,the GREAT JOURNEY ALBUM,RiGHT NOW,46,212690,False,0.404,0.962,F_G,-2.234,major,0.133,0.0457,3.15e-06,0.904,0.314,154.99,compas_4,anime,47,17.46345230595361,0.12928316326530612,3.828641396489095,6.782329983125268,0.4693877551020408
3822,6HguG9HRb1Ke1bhihfE4m8,The 1975,A Brief Inquiry Into Online Relationships,Sincerity Is Scary,66,225955,False,0.664,0.524,D,-5.178,major,0.0283,0.0495,8.18e-06,0.075,0.475,91.027,compas_4,alt-rock,67,22.424228009100837,0.3333647959183674,4.189654742026425,8.12403840463596,0.673469387755102
3823,6yQAwPJmFn0OBTKWOnQFfv,Said The Sky;The Maine,Sentiment,"Go on Then, Love",54,201076,False,0.558,0.852,A,-4.07,major,0.0752,0.0905,2.38e-05,0.123,0.28,110.02,compas_4,dub,55,19.521502144146858,0.21091581632653061,3.9889840465642745,7.3484692283495345,0.5510204081632653
3824,4HoVWg0W6lgWrVbPP5DA0e,Meditation Rain Sounds;Massage Tribe;Perfect Meditation;Relaxing Water Sounds,Angelic Hail Atmosphere,Sleep Producing Sound,0,120000,False,0.353,0.996,E,-18.443,minor,0.0435,0.936,0.862,0.949,0.016,69.596,compas_4,sleep,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3825,1JB6hb9mhxUVpGnpMzjdwz,Gershon Jackson;Reset Preset,Glitterbox - Hotter Than Fire (DJ Mix),Hands Together - House of Omni Hands Together Extended Club Mix (Mixed),7,322373,False,0.602,0.846,C_D,-7.165,major,0.0861,0.00118,0.318,0.209,0.578,124.562,compas_4,chicago-house,8,4.4313783828939775,-0.26867602040816324,1.9459101490553132,2.6457513110645907,0.07142857142857142
3826,61cxfQqN4UOhCpNsj3mBl5,Prasanna;Namitha Babu,Chandi Veeran (Original Motion Picture Soundtrack),Alunguraen Kulunguraen,45,270000,False,0.57,0.703,G,-5.51,major,0.0486,0.313,5.92e-06,0.0556,0.598,172.025,compas_4,indian,46,17.19797952905159,0.11907908163265307,3.8066624897703196,6.708203932499369,0.4591836734693877
3827,7ajVYJt15NuE3NmzxSHOyS,Dokken,Metal,Kiss of Death,0,351040,False,0.402,0.942,A,-8.659,major,0.11,0.00178,0.00183,0.869,0.209,145.73,compas_4,hard-rock,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3828,7td9KE8BgkPtmkzl7jLuA7,Radical Redemption;D-Sturb;Tha Playah,Sick And Twisted,Ride On Our Enemies - Tha Playah Remix,20,216343,True,0.46,0.994,B,-1.02,minor,0.264,0.128,0.0,0.312,0.199,174.9,compas_4,hardstyle,21,9.680352568636778,-0.13602295918367346,2.995732273553991,4.47213595499958,0.2040816326530612
3829,3fVnlF4pGqWI9flVENcT28,Taylor Swift,1989,Wildest Dreams,80,220440,False,0.553,0.664,G_A,-7.417,major,0.0741,0.0709,0.0056,0.106,0.467,140.06,compas_4,pop,81,25.59194370971447,0.4762219387755102,4.382026634673881,8.94427190999916,0.8163265306122448
3830,1XPAphgEXCVkWMpGx3aF8U,GAYLE,Give You Love - Cozy Hits,abcdefu (chill),0,176765,True,0.554,0.429,C_D,-7.687,minor,0.0334,0.0405,0.0,0.23,0.195,112.899,compas_4,alternative,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3831,36ccrof5DFicLrejE4hEye,Jimmy Rogers,Chicago Bound,Walking By Myself,50,167266,False,0.621,0.519,B,-13.328,minor,0.102,0.837,0.00246,0.162,0.775,117.005,compas_4,acoustic,51,18.506432523878726,0.17009948979591838,3.912023005428146,7.0710678118654755,0.5102040816326531
3832,5hzhOmllQuqZjiZs3YzdYl,Wolfgang Amadeus Mozart;Danielle Laval,Mozart - Inspiring Classics,"8 Variations on ‘Come un agnello’ by Sarti in A, K.460: 5. Variation IV",4,66427,False,0.46,0.0195,A,-26.835,major,0.045,0.995,0.895,0.0991,0.772,94.078,compas_4,classical,5,2.8532406339719207,-0.29928826530612246,1.3862943611198906,2.0,0.04081632653061224
3833,6WMy2ok1PZ6GExRiO2kMOg,Susumu Yokota,Image 1983 -1998,Kawano Hotorino Kinoshitade,10,150960,False,0.424,0.0408,F,-23.772,major,0.0382,0.995,0.963,0.131,0.114,84.832,compas_4,idm,11,5.8125094930281485,-0.23806377551020408,2.302585092994046,3.1622776601683795,0.1020408163265306
3834,3CmUas41TD2t8EGNZ85J9f,blink-182,Emo Christmas 2022,"Happy Holidays, You Bastard",3,42440,True,0.409,0.99,B,-2.084,major,0.115,0.02,0.0,0.513,0.962,172.715,compas_4,rock,4,2.25788064609633,-0.30949234693877553,1.0986122886681098,1.7320508075688772,0.030612244897959183
3835,6baNApA1wwoJw54LHnVNSu,Mark Broom;Absent,EPM Selected Vol.8,Myth - Absent Remix,0,429169,False,0.596,0.931,C,-10.893,major,0.0608,0.0222,0.881,0.111,0.0698,130.009,compas_4,dub,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3836,3Q8CwfdyDIjHdlItATIxLt,Prigida,Passage,Passage,55,130188,False,0.688,0.547,D,-8.754,major,0.0578,0.678,9.3e-05,0.111,0.0528,106.048,compas_4,french,56,19.7712352874217,0.2211198979591837,4.007333185232471,7.416198487095663,0.5612244897959183
3837,3qVTG1cJWqm6bhwlKr8PX3,Slow Meadow,Costero,Borderland Sorrows,52,223985,False,0.321,0.109,D_E,-19.433,major,0.0333,0.944,0.935,0.0774,0.0833,81.953,compas_4,ambient,53,19.017276065314103,0.1905076530612245,3.9512437185814275,7.211102550927978,0.5306122448979591
3838,46CHJama2Dify3nmVcMxdd,Petrus,Keeper,Keeper,26,225466,False,0.627,0.638,A_B,-6.256,major,0.0464,0.0183,0.0,0.0813,0.464,149.953,compas_4,goth,27,11.684441780031777,-0.0747984693877551,3.258096538021482,5.0990195135927845,0.26530612244897955
3839,3tuSIZFUb07HoDn24EvSoE,Mercyful Fate,The Beginning,Devil Eyes,25,352333,False,0.402,0.758,C,-12.155,major,0.0354,0.0162,0.00701,0.0842,0.726,131.788,compas_4,death-metal,26,11.36205005167573,-0.08500255102040816,3.2188758248682006,5.0,0.25510204081632654
3840,5Fy9DvD8I6x9e1BX6uqiNz,Ersay Üner,Nokta,Nokta,40,240587,False,0.76,0.57,C,-8.353,major,0.0559,0.476,0.0,0.103,0.305,108.015,compas_4,turkish,41,15.83934639933119,0.06805867346938776,3.6888794541139363,6.324555320336759,0.4081632653061224
3841,5eS9JgnPXrYmU5azR9ySjQ,Bryan Adams,pov: you have a holly jolly christmas,Christmas Time,0,243057,False,0.503,0.582,C,-4.324,major,0.0253,0.472,0.0,0.103,0.326,77.321,compas_4,songwriter,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3842,7r0xCT94YWeHn25IZ8vWLC,Pagode da Tia Doca,Pagode pra Valer,Isso é Fundo de Quintal,37,207680,False,0.392,0.888,G,-7.986,major,0.384,0.226,0.0,0.302,0.856,86.813,compas_3,samba,38,14.996668806187312,0.037446428571428575,3.6109179126442243,6.082762530298219,0.37755102040816324
3843,4iiImoJUNnE4MpH3r1l5P4,Eve,Otogi,Tokyo Ghetto,56,240323,False,0.692,0.81,B,-2.992,minor,0.0502,0.0081,1.78e-06,0.315,0.868,140.027,compas_4,anime,57,20.019432636063787,0.23132397959183673,4.02535169073515,7.483314773547883,0.5714285714285714
3844,1f133Oqpwft2mGNp5cWqaS,Lower Than Atlantis,Safe In Sound,I Don't Want to Be Here Anymore,43,250813,False,0.286,0.35,C,-8.427,major,0.0301,0.0165,0.000319,0.112,0.0871,129.796,compas_4,british,44,16.66097029787394,0.09867091836734694,3.7612001156935624,6.557438524302,0.4387755102040816
3845,38dVRTsxBhJl2yTbSAyuya,Paradise Lost,Shades Of God,Pity the Sadness,21,302333,False,0.28,0.98,G,-8.968,minor,0.0859,0.00728,0.606,0.152,0.0662,122.891,compas_4,death-metal,22,10.026895844877238,-0.1258188775510204,3.044522437723423,4.58257569495584,0.21428571428571427
3846,3OS78nS78LDfSRk9tyxygG,Alessia Cara,Отново на училище,Scars To Your Beautiful,0,230240,False,0.319,0.739,C,-5.74,major,0.272,0.0285,0.0,0.111,0.449,194.169,compas_4,electro,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3847,3Slrku1pnNKxCT6VhVtp88,Hayseed Dixie,Hair Down to My Grass,Eye of the Tiger,20,228032,False,0.63,0.725,F,-6.921,major,0.0319,0.369,2.77e-05,0.0992,0.903,133.246,compas_4,bluegrass,21,9.680352568636778,-0.13602295918367346,2.995732273553991,4.47213595499958,0.2040816326530612
3848,23w5t0BtEc4N6PviWmAlAc,ILLENIUM;Teddy Swims,I'm Blue - Hits of 2022,All That Really Matters,0,244235,False,0.352,0.666,C_D,-4.909,major,0.0512,0.117,1.81e-06,0.0934,0.227,169.965,compas_4,edm,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3849,4u9jtJXU6fAbBBmWL6VB0E,Daddy Yankee,Perreo Tenebroso Vol. 5,Shaky Shaky,0,234320,False,0.899,0.626,F_G,-4.228,minor,0.292,0.076,0.0,0.0631,0.873,88.007,compas_4,latin,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3850,2VSN91ig6Mw7YvZyd9zda9,No Doubt,Alternative Christmas 2022,Oi To The World,0,160586,False,0.505,0.939,A,-4.165,major,0.0415,0.00281,0.0232,0.0516,0.963,177.68,compas_4,alt-rock,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3851,7F5rc8a0xD6DCloB2kROq9,Aitana;Alejandro Sanz;Antonio José;Antonio Orozco;Pablo López;Alejandro Lerner;Alessia Cara;Alex Ubago;Ana Mena;Andrés Calamaro;Andrés Dvicio;Brian May;Camilo;Carlos Rivera;David Bisbal;Draco;Dulce Pontes;Fher;India Martinez;Joy;Juanes;Lali;Laura Pausini;Leire Martinez;Macaco;Malú;Manolo Garcia;Manuel Carrasco;Mau y Ricky;Melendi;Miguel Ríos;Mikel Izal;NATHY PELUSO;Pablo Alborán;Rosario;Rozalén;Sebastian Yatra;Vanesa Martín,Himno A La Alegría,Himno A La Alegría,66,307473,False,0.304,0.328,D,-10.311,major,0.0351,0.56,0.0,0.116,0.243,119.675,compas_4,spanish,67,22.424228009100837,0.3333647959183674,4.189654742026425,8.12403840463596,0.673469387755102
3852,2caDZgWuP42LDzeMsQdROC,Gaetano Donizetti;Vincenzo Ciliberti,CD 1 I CLASSICI,Lucia di Lammermoor - Quartetto dalla Lucia,0,316518,False,0.213,0.591,D,-4.845,major,0.0382,0.976,0.915,0.165,0.0629,88.024,compas_3,opera,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3853,5t1sJQEcAltWjCfGL50aQT,Wage War,Pressure,Grave,52,194786,False,0.491,0.981,G,-3.673,minor,0.131,0.0116,0.000971,0.144,0.366,138.015,compas_4,metalcore,53,19.017276065314103,0.1905076530612245,3.9512437185814275,7.211102550927978,0.5306122448979591
3854,0asmEuABiOZ38c8ud4NlRN,The Greencards,Sweetheart of the Sun,Midnight Ferry,21,40880,False,0.721,0.196,A,-17.54,minor,0.114,0.907,0.0852,0.103,0.283,80.553,compas_4,bluegrass,22,10.026895844877238,-0.1258188775510204,3.044522437723423,4.58257569495584,0.21428571428571427
3855,3AuqTrp6jqLVXc5DvXKtAV,Thalles Roberto,Pentecostes (Ao Vivo) [Deluxe],Jacó Segurou O Anjo (Ao Vivo na Lagoinha Alphaville),38,248947,False,0.656,0.979,F_G,-4.982,minor,0.09,0.0168,8.5e-05,0.822,0.523,109.999,compas_4,gospel,39,15.280032454654798,0.04765051020408164,3.6375861597263857,6.164414002968976,0.3877551020408163
3856,0dDs144SVansAFynvKYQMW,Gojira,Our Time Is Now,Our Time Is Now,60,271417,False,0.229,0.949,D,-3.315,minor,0.0537,1.67e-05,0.187,0.153,0.4,99.325,compas_4,groove,61,20.997565609987234,0.272140306122449,4.0943445622221,7.745966692414834,0.6122448979591836
3857,01qUSVG6qslWiac2ykVwEa,Krafty Kuts;Sporty-O,Let's Ride,Let's Ride,14,261126,False,0.803,0.86,A_B,-4.065,minor,0.143,0.00583,9.96e-06,0.0453,0.603,129.98,compas_4,breakbeat,15,7.464761979067469,-0.19724744897959184,2.6390573296152584,3.7416573867739413,0.14285714285714285
3858,3lsaCXY238dhR9GW9DEV5e,Zaeden;Polar,Genesis 1:1,1000 pieces,47,188571,False,0.714,0.579,C,-6.087,major,0.0316,0.218,0.0,0.358,0.256,140.006,compas_4,indian,48,17.726980966613603,0.1394872448979592,3.8501476017100584,6.855654600401044,0.47959183673469385
3859,1bAX5F8mAbyD7Jauj3tm2b,Mc Kanhoto;DJ Faveliano,Foco & Marcha,Foco & Marcha,52,273417,False,0.57,0.52,C_D,-4.885,minor,0.366,0.361,0.0,0.13,0.64,156.856,compas_4,funk,53,19.017276065314103,0.1905076530612245,3.9512437185814275,7.211102550927978,0.5306122448979591
3860,55NyDBnlI5MidVGzyPr3OR,Ella Fitzgerald,Christmas 2022,Sleigh Ride,0,175986,False,0.593,0.287,C_D,-12.472,major,0.0469,0.764,0.0,0.153,0.639,77.117,compas_4,blues,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3861,29ajTypGTz6gP9cP0FLadM,TNK;Jay Jones;Gundy;Wahu,"Drop It Low, (Extended)","Drop It Low, (Extended)",0,406308,True,0.551,0.81,B,-6.992,major,0.0335,0.0605,0.0,0.15,0.364,149.996,compas_4,turkish,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3862,31p6tz8zQMBS8oaNKwkoAm,The Breakfastaz,FABRICLIVE 19: The Freestylers (DJ Mix),Kick It - Mixed,13,203560,False,0.632,0.976,B,-6.883,minor,0.039,2.66e-05,0.91,0.265,0.476,137.957,compas_4,breakbeat,14,7.067687737048045,-0.2074515306122449,2.5649493574615367,3.605551275463989,0.13265306122448978
3863,2AxCeJ6PSsBYiTckM0HLY7,Jimi Hendrix,Electric Ladyland,Voodoo Child (Slight Return),68,313373,False,0.214,0.91,G_A,-6.662,major,0.389,0.477,0.00833,0.0517,0.448,175.549,compas_4,hard-rock,69,22.889855407731496,0.35377295918367346,4.219507705176107,8.246211251235321,0.6938775510204082
3864,76x2IsGuDbgu9eUnPvcOFx,Billx;Ti K Ry,Bravery,Bravery,35,243115,False,0.286,0.943,F_G,-4.632,minor,0.211,0.000761,0.0181,0.131,0.158,199.784,compas_4,french,36,14.422083164899803,0.017038265306122454,3.5553480614894135,5.916079783099616,0.3571428571428571
3865,7jHzpUfCD9N92ao3z8UFap,Mark Farina,Isolated Samples,Got My Snacks,7,392829,False,0.799,0.548,G_A,-9.992,minor,0.0639,0.00583,0.793,0.0699,0.32,127.7,compas_4,chicago-house,8,4.4313783828939775,-0.26867602040816324,1.9459101490553132,2.6457513110645907,0.07142857142857142
3866,0bNxdr2hiuRVA66Vzh6SzY,Misfits,Halloween Scary Party,Halloween - Master Sound Productions 1980,0,106666,False,0.418,0.845,C,-12.182,major,0.0415,0.572,0.144,0.115,0.202,113.794,compas_3,punk,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3867,5zZaxeRo4e09KUJ5sbEC7Q,MBNN;Rowald Steyn,ilomilo,ilomilo,62,181045,False,0.828,0.687,F,-6.24,minor,0.0509,0.0843,0.0074,0.124,0.208,119.006,compas_4,edm,63,21.478291587138298,0.2925484693877551,4.127134385045092,7.874007874011811,0.6326530612244897
3868,4wJDllCkGy6QIKIu7ZHFny,Lawineboys,10 Jaar Lawinegevaar,Lawine Song (mmv DJ Jerome),32,207000,False,0.628,0.996,C_D,-2.53,major,0.106,0.0939,0.0123,0.0906,0.362,145.021,compas_4,happy,33,13.539043779555067,-0.013573979591836729,3.4657359027997265,5.656854249492381,0.32653061224489793
3869,0KqEwy3JfnY6ePwdXtCAfz,Tribal Rain,Roka Yo Samay,Bhanai,52,229328,False,0.727,0.178,C_D,-14.805,major,0.0376,0.965,0.025,0.0998,0.432,139.994,compas_3,indie,53,19.017276065314103,0.1905076530612245,3.9512437185814275,7.211102550927978,0.5306122448979591
3870,0c3uCMUogjcZketGoFT00v,Mr Raoul K;Auztin Pauers;Ezrael,African Paradigm EP II,O Mera Dil - Auztin Pauers & Ezrael Remix,41,352773,False,0.737,0.622,F,-9.276,minor,0.0404,0.0582,0.338,0.0594,0.0474,120.026,compas_4,electronic,42,16.11545934946364,0.07826275510204082,3.713572066704308,6.4031242374328485,0.4183673469387755
3871,0cEgdaS2lkGe9w1dGaBEAD,Guayacán Orquesta,5 Años Aferrados al Sabor,Como una Hoguera,34,310517,False,0.78,0.879,G,-5.032,major,0.0384,0.494,0.000207,0.353,0.942,148.887,compas_4,salsa,35,14.130665843110663,0.006834183673469393,3.5263605246161616,5.830951894845301,0.3469387755102041
3872,5v6XEJnRkaDZTnA0jkg15u,KAROL G;Anuel AA;J Balvin,Homecoming Latin Party,LOCATION,0,265240,True,0.772,0.758,A,-3.891,major,0.0482,0.0433,0.0,0.295,0.654,115.977,compas_4,reggaeton,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3873,2jFoubugujL6pg6hqswLOX,Josh Groban,Noël (Deluxe Edition),Panis Angelicus,22,257666,False,0.114,0.137,G,-15.012,major,0.0374,0.913,0.00168,0.0987,0.0699,71.606,compas_4,opera,23,10.368038289196615,-0.11561479591836735,3.091042453358316,4.69041575982343,0.22448979591836732
3874,059sONalAfYqzIICi4Ti6R,Darren Styles,Switch,Switch,56,220500,False,0.607,0.823,F_G,-3.984,minor,0.0431,0.00615,0.641,0.423,0.25,160.031,compas_4,techno,57,20.019432636063787,0.23132397959183673,4.02535169073515,7.483314773547883,0.5714285714285714
3875,5MZtbbQIAx2MB6lAM3pMDU,Steffen Jürgens,Sag ihr nicht,Sag ihr nicht,31,186562,False,0.72,0.895,D_E,-5.132,major,0.0333,0.0344,0.0393,0.135,0.852,128.005,compas_4,disco,32,13.238600799126141,-0.02377806122448979,3.4339872044851463,5.5677643628300215,0.31632653061224486
3876,5BeW91S4Py7rqSAidSp0El,Inspector,Blanco y Negro,Deja Ya de Mentir,34,230207,False,0.533,0.809,F_G,-5.741,minor,0.0354,0.107,4.7e-05,0.675,0.779,146.33,compas_4,ska,35,14.130665843110663,0.006834183673469393,3.5263605246161616,5.830951894845301,0.3469387755102041
3877,5AwXAAPFy9Jxfx4ZwkPsJe,Kevin Roldan;Bryant Myers;Lyanno,Halloween 2022 Perreo Vol. 1,Hasta Abajo,0,229826,False,0.714,0.671,F,-5.119,major,0.362,0.292,0.0,0.325,0.641,169.727,compas_4,reggaeton,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3878,0f0lRTBcGJtunXTpCNmYPD,Andreas Vollenweider;Mark O'Connor;Vanesse Thomas;Lani Groves;Diva Gray;Patti Austin;Walter Keiser;Pedro Haldemann;Christoph Stiefel;Max Lässer;David Lindley,Dancing with the Lion,Pearls and Tears,25,314266,False,0.441,0.491,G_A,-8.103,major,0.0301,0.762,0.0696,0.175,0.152,108.443,compas_4,new-age,26,11.36205005167573,-0.08500255102040816,3.2188758248682006,5.0,0.25510204081632654
3879,04GunTYlMUoEnc5pwzQANm,Charly García,Rock x siempre,Yendo De La Cama Al Living,0,283760,False,0.659,0.433,G,-9.426,minor,0.19,0.368,0.000312,0.13,0.572,80.115,compas_4,alternative,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3880,7ma2fbKDEvJeGJAx0YedAs,The Prophet,The Hardcore Archive Part 3 (1997),Turn It Up (Original Mix) - Extended Mix,0,272187,False,0.5,0.915,G,-3.85,major,0.0492,0.0022,0.924,0.0971,0.0778,94.893,compas_4,happy,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3881,6vkSkhVYmRUXbFVLa6W8zG,BBS Paranoicos,Capital,Ruidos,36,173973,False,0.224,0.933,G_A,-4.132,major,0.201,0.00452,0.00222,0.129,0.282,193.146,compas_4,punk,37,14.710717232258322,0.027242346938775516,3.58351893845611,6.0,0.36734693877551017
3882,4UXM6z4I5PbnJMEP9RRAay,Dissection,Reinkaos,Nexion 218,46,92264,True,0.583,0.726,A,-8.623,major,0.036,0.00044,0.834,0.369,0.221,132.065,compas_4,black-metal,47,17.46345230595361,0.12928316326530612,3.828641396489095,6.782329983125268,0.4693877551020408
3883,1kJwBiHE5PjtqvbOH697Gv,Nick León,Rompe Discoteka,Bachetrón,18,238356,False,0.787,0.782,C_D,-7.319,major,0.0576,0.041,0.798,0.233,0.506,105.991,compas_4,club,19,8.969625604450872,-0.15643112244897958,2.8903717578961645,4.242640687119285,0.18367346938775508
3884,0of5j8ybwjDJCSaGjN8KJn,Amber Mark,Un tecito y a mimir,Generous,0,164029,False,0.831,0.542,A_B,-6.652,minor,0.169,0.234,0.0,0.261,0.493,132.076,compas_4,soul,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3885,6JLsAMhOQkmEUvr0t4EIDt,Ella Fitzgerald,GOD JUL,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,G_A,-9.175,major,0.0428,0.961,0.0,0.258,0.64,119.935,compas_4,jazz,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3886,7syRb4LX1tdcCceUX0Q764,Mulatu Astatke;The Heliocentrics,Inspiration Information 3,Chinese New Year,17,226400,False,0.57,0.698,C_D,-10.008,major,0.0348,0.224,0.857,0.153,0.715,116.416,compas_5,afrobeat,18,8.604612232688563,-0.16663520408163265,2.833213344056216,4.123105625617661,0.17346938775510204
3887,2gFWRRNYsEe4h1zOEiVWrv,Far Out,Bridges in Time,Overdrive,39,260232,False,0.35,0.909,D_E,-4.638,minor,0.0667,0.0015,0.904,0.191,0.343,171.907,compas_4,dub,40,15.560897081709145,0.0578545918367347,3.6635616461296463,6.244997998398398,0.39795918367346933
3888,6VrCmhRBFnuGKmtNfk4jDs,Marshmello;Lil Peep,Spotlight,Spotlight,73,177600,False,0.546,0.822,G,-4.483,major,0.151,0.0145,0.0,0.742,0.615,150.06,compas_4,electro,74,24.034005709017745,0.40479336734693877,4.290459441148391,8.54400374531753,0.7448979591836734
3889,7DcJ6fEBb7BaKuYKTwiDxK,Mild High Club,Skiptracing,Homage,78,177493,False,0.546,0.465,F,-8.167,major,0.0287,0.153,0.00259,0.321,0.415,73.369,compas_4,indie,79,25.15173779553993,0.4558137755102041,4.356708826689592,8.831760866327848,0.7959183673469387
3890,0vGpo1tjIGJFTD0I19fDx1,Die 3 Besoffskis,Das Beste,Wir trinken das schäumende Bier,26,156240,True,0.831,0.746,F,-4.373,major,0.0441,0.337,0.0,0.416,0.782,118.397,compas_4,party,27,11.684441780031777,-0.0747984693877551,3.258096538021482,5.0990195135927845,0.26530612244897955
3891,5uhx05KClZu3Hexwn3TLeY,Parimal Shais;Hanumankind,S.L.A.B,S.L.A.B,33,177513,True,0.838,0.62,G,-7.479,major,0.197,0.0341,0.0,0.0812,0.798,90.042,compas_4,malay,34,13.836357717687696,-0.0033698979591836684,3.4965075614664802,5.744562646538029,0.336734693877551
3892,4BxHd0qZINzh99YC1Enwlh,The Supremes,60s Christmas Party,Baby Love,0,154906,False,0.542,0.606,F,-5.817,major,0.0394,0.368,0.0,0.151,0.491,135.832,compas_4,funk,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3893,1mKiMWqgZQrkjJyaT3Qp7C,Dolly Parton;Michael Bublé,Perfect Christmas Hits,"Cuddle Up, Cozy Down Christmas",0,219169,False,0.658,0.515,C_D,-7.283,major,0.0368,0.678,0.0,0.154,0.652,110.089,compas_4,country,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3894,2QmBVh6OiFFRgvWGxO1lMa,Gabi Sampaio;Weslei Santos,Na Terra Como no Céu (Here as in Heaven) (feat. Weslei Santos),Na Terra Como no Céu (Here as in Heaven) (feat. Weslei Santos),42,445035,False,0.328,0.446,G_A,-8.299,major,0.0333,0.118,0.0,0.109,0.141,138.666,compas_4,gospel,43,16.389310482535954,0.08846683673469388,3.7376696182833684,6.48074069840786,0.42857142857142855
3895,4Kj7BzlGCzfV6fRFbqT55p,Strung Out,Twisted by Design (Reissue),Mind of My Own,32,153586,False,0.381,0.871,G,-4.738,minor,0.0738,0.00014,0.0,0.0205,0.577,155.395,compas_4,hardcore,33,13.539043779555067,-0.013573979591836729,3.4657359027997265,5.656854249492381,0.32653061224489793
3896,0Vj91xykv1vhkPR0D2Np8W,Ad Dios,Avalon,Elaine,21,220666,False,0.369,0.0803,D,-22.113,minor,0.0351,0.993,0.96,0.133,0.0911,88.073,compas_3,new-age,22,10.026895844877238,-0.1258188775510204,3.044522437723423,4.58257569495584,0.21428571428571427
3897,4YPv3f4Jd1MD3KmV0WoXi1,Chelsea Cutler,Christmas Day Chill,Mistletoe - Recorded at Electric Lady Studios NYC.,0,184026,False,0.579,0.33,D,-11.108,major,0.0395,0.739,0.0,0.0785,0.298,79.885,compas_4,indie-pop,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3898,7cHlzfauy7MZYQyOzldnBs,Naglfar,Harvest,Way of the Rope,16,356560,False,0.215,0.956,B,-6.195,major,0.0975,1.56e-06,0.87,0.119,0.176,129.865,compas_4,black-metal,17,8.232522147153514,-0.1768392857142857,2.772588722239781,4.0,0.16326530612244897
3899,30Blk5ivxogelO1rsp5tBg,Martin Solveig;Roy Woods,pov: it's 2020,Juliet & Romeo,0,204514,False,0.711,0.722,B,-6.222,major,0.0334,0.0376,0.000151,0.0651,0.818,122.021,compas_4,disco,1,0.0,-0.3401045918367347,0.0,0.0,0.0
3900,7ycK2uijskzxp4cGpGNoCi,Rise Against,The Sufferer & The Witness,Under The Knife,60,165173,False,0.572,0.984,A_B,-3.847,minor,0.0626,0.00052,2.48e-06,0.044,0.524,104.345,compas_4,punk,61,20.997565609987234,0.272140306122449,4.0943445622221,7.745966692414834,0.6122448979591836
3901,2YEJOWamgXodaQRTfBXb00,K. S. Harisankar;Alwin Raju,Nin Mozhiyil,Ven Nila Raavilaay,26,206000,False,0.479,0.427,E,-10.326,major,0.0311,0.888,0.00278,0.109,0.349,139.766,compas_4,malay,27,11.684441780031777,-0.0747984693877551,3.258096538021482,5.0990195135927845,0.26530612244897955
